,spk,txt,emo,emo_address,wav_address
10,0008,001170,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001170.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001170.wav
11,0008,001332,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001332.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001332.wav
12,0008,001206,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001206.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001206.wav
13,0008,001125,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001125.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001125.wav
14,0008,001080,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001080.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001080.wav
15,0008,001242,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001242.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001242.wav
16,0008,001161,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001161.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001161.wav
17,0008,001323,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001323.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001323.wav
18,0008,001062,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001062.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001062.wav
19,0008,001224,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001224.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001224.wav
20,0008,001143,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001143.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001143.wav
21,0008,001305,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001305.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001305.wav
22,0008,001260,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001260.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001260.wav
23,0008,001341,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001341.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001341.wav
24,0008,001107,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001107.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001107.wav
25,0008,001277,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001277.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001277.wav
26,0008,001358,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001358.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001358.wav
27,0008,001196,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001196.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001196.wav
28,0008,001079,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001079.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001079.wav
29,0008,001394,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001394.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001394.wav
30,0008,001295,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001295.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001295.wav
31,0008,001376,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001376.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001376.wav
32,0008,001259,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001259.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001259.wav
33,0008,001097,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001097.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001097.wav
34,0008,001178,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001178.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001178.wav
35,0008,001286,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001286.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001286.wav
36,0008,001367,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001367.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001367.wav
37,0008,001088,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001088.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001088.wav
38,0008,001169,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001169.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001169.wav
39,0008,001385,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001385.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001385.wav
40,0008,001268,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001268.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001268.wav
41,0008,001349,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001349.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001349.wav
42,0008,001187,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001187.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001187.wav
43,0008,001192,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001192.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001192.wav
44,0008,001354,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001354.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001354.wav
45,0008,001273,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001273.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001273.wav
46,0008,001156,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001156.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001156.wav
47,0008,001318,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001318.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001318.wav
48,0008,001237,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001237.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001237.wav
49,0008,001075,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001075.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001075.wav
50,0008,001390,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001390.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001390.wav
51,0008,001138,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001138.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001138.wav
52,0008,001219,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001219.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001219.wav
53,0008,001057,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001057.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001057.wav
54,0008,001372,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001372.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001372.wav
55,0008,001291,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001291.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001291.wav
56,0008,001174,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001174.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001174.wav
57,0008,001336,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001336.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001336.wav
58,0008,001255,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001255.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001255.wav
59,0008,001093,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001093.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001093.wav
60,0008,001129,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001129.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001129.wav
61,0008,001363,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001363.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001363.wav
62,0008,001282,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001282.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001282.wav
63,0008,001165,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001165.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001165.wav
64,0008,001327,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001327.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001327.wav
65,0008,001246,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001246.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001246.wav
66,0008,001084,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001084.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001084.wav
67,0008,001147,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001147.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001147.wav
68,0008,001309,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001309.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001309.wav
69,0008,001228,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001228.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001228.wav
70,0008,001066,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001066.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001066.wav
71,0008,001381,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001381.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001381.wav
72,0008,001183,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001183.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001183.wav
73,0008,001345,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001345.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001345.wav
74,0008,001264,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001264.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001264.wav
75,0008,001121,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001121.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001121.wav
76,0008,001202,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001202.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001202.wav
77,0008,001400,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001400.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001400.wav
78,0008,001398,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001398.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001398.wav
79,0008,001301,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001301.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001301.wav
80,0008,001220,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001220.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001220.wav
81,0008,001299,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001299.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001299.wav
82,0008,001103,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001103.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001103.wav
83,0008,001130,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001130.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001130.wav
84,0008,001211,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001211.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001211.wav
85,0008,001310,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001310.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001310.wav
86,0008,001389,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001389.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001389.wav
87,0008,001112,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001112.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001112.wav
88,0008,001271,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001271.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001271.wav
89,0008,001352,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001352.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001352.wav
90,0008,001190,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001190.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001190.wav
91,0008,001118,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001118.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001118.wav
92,0008,001316,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001316.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001316.wav
93,0008,001154,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001154.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001154.wav
94,0008,001073,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001073.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001073.wav
95,0008,001235,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001235.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001235.wav
96,0008,001370,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001370.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001370.wav
97,0008,001136,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001136.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001136.wav
98,0008,001055,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001055.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001055.wav
99,0008,001217,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001217.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001217.wav
100,0008,001334,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001334.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001334.wav
101,0008,001172,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001172.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001172.wav
102,0008,001091,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001091.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001091.wav
103,0008,001253,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001253.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001253.wav
104,0008,001280,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001280.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001280.wav
105,0008,001361,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001361.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001361.wav
106,0008,001127,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001127.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001127.wav
107,0008,001208,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001208.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001208.wav
108,0008,001325,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001325.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001325.wav
109,0008,001163,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001163.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001163.wav
110,0008,001082,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001082.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001082.wav
111,0008,001244,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001244.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001244.wav
112,0008,001307,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001307.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001307.wav
113,0008,001145,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001145.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001145.wav
114,0008,001064,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001064.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001064.wav
115,0008,001226,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001226.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001226.wav
116,0008,001109,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001109.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001109.wav
117,0008,001343,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001343.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001343.wav
118,0008,001181,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001181.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001181.wav
119,0008,001262,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001262.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001262.wav
120,0008,001279,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001279.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001279.wav
121,0008,001198,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001198.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001198.wav
122,0008,001200,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001200.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001200.wav
123,0008,001396,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001396.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001396.wav
124,0008,001297,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001297.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001297.wav
125,0008,001378,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001378.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001378.wav
126,0008,001101,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001101.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001101.wav
127,0008,001099,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001099.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001099.wav
128,0008,001288,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001288.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001288.wav
129,0008,001369,sad,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001369.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0008/Sad/0008_001369.wav
