,Unnamed: 0,spk,txt,emo,emo_address,wav_address,txt_normalized
18,7802,1,369,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000369.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000369.wav,19
19,7822,1,370,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000370.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000370.wav,20
20,7993,1,371,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000371.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000371.wav,21
21,7778,1,372,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000372.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000372.wav,22
22,7947,1,373,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000373.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000373.wav,23
23,7861,1,374,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000374.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000374.wav,24
24,8037,1,375,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000375.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000375.wav,25
25,7712,1,376,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000376.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000376.wav,26
26,7882,1,377,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000377.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000377.wav,27
27,7797,1,378,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000378.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000378.wav,28
28,7968,1,379,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000379.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000379.wav,29
29,7987,1,380,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000380.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000380.wav,30
30,7771,1,381,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000381.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000381.wav,31
31,7939,1,382,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000382.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000382.wav,32
32,7853,1,383,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000383.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000383.wav,33
33,8029,1,384,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000384.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000384.wav,34
34,7726,1,385,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000385.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000385.wav,35
35,7896,1,386,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000386.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000386.wav,36
36,7807,1,387,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000387.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000387.wav,37
37,7976,1,388,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000388.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000388.wav,38
38,7756,1,389,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000389.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000389.wav,39
39,7785,1,390,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000390.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000390.wav,40
40,7955,1,391,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000391.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000391.wav,41
41,7870,1,392,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000392.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000392.wav,42
42,8044,1,393,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000393.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000393.wav,43
43,7701,1,394,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000394.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000394.wav,44
44,7879,1,395,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000395.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000395.wav,45
45,7786,1,396,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000396.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000396.wav,46
46,7965,1,397,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000397.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000397.wav,47
47,7744,1,398,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000398.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000398.wav,48
48,7919,1,399,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000399.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000399.wav,49
49,7742,1,400,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000400.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000400.wav,50
50,7920,1,401,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000401.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000401.wav,51
51,7829,1,402,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000402.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000402.wav,52
52,8008,1,403,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000403.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000403.wav,53
53,7729,1,404,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000404.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000404.wav,54
54,7904,1,405,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000405.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000405.wav,55
55,7809,1,406,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000406.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000406.wav,56
56,7984,1,407,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000407.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000407.wav,57
57,7757,1,408,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000408.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000408.wav,58
58,7937,1,409,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000409.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000409.wav,59
59,7927,1,410,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000410.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000410.wav,60
60,7837,1,411,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000411.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000411.wav,61
61,8015,1,412,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000412.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000412.wav,62
62,7737,1,413,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000413.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000413.wav,63
63,7912,1,414,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000414.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000414.wav,64
64,7819,1,415,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000415.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000415.wav,65
65,7997,1,416,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000416.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000416.wav,66
66,7772,1,417,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000417.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000417.wav,67
67,7953,1,418,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000418.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000418.wav,68
68,7860,1,419,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000419.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000419.wav,69
69,7835,1,420,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000420.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000420.wav,70
70,8011,1,421,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000421.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000421.wav,71
71,7734,1,422,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000422.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000422.wav,72
72,7908,1,423,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000423.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000423.wav,73
73,7814,1,424,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000424.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000424.wav,74
74,7992,1,425,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000425.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000425.wav,75
75,7765,1,426,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000426.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000426.wav,76
76,7944,1,427,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000427.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000427.wav,77
77,7852,1,428,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000428.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000428.wav,78
78,8030,1,429,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000429.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000429.wav,79
79,8016,1,430,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000430.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000430.wav,80
80,7741,1,431,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000431.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000431.wav,81
81,7916,1,432,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000432.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000432.wav,82
82,7824,1,433,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000433.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000433.wav,83
83,8004,1,434,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000434.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000434.wav,84
84,7779,1,435,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000435.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000435.wav,85
85,7959,1,436,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000436.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000436.wav,86
86,7869,1,437,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000437.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000437.wav,87
87,8045,1,438,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000438.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000438.wav,88
88,7705,1,439,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000439.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000439.wav,89
89,7731,1,440,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000440.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000440.wav,90
90,7900,1,441,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000441.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000441.wav,91
91,7811,1,442,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000442.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000442.wav,92
92,7982,1,443,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000443.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000443.wav,93
93,7761,1,444,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000444.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000444.wav,94
94,7933,1,445,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000445.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000445.wav,95
95,7847,1,446,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000446.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000446.wav,96
96,8019,1,447,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000447.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000447.wav,97
97,7721,1,448,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000448.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000448.wav,98
98,7888,1,449,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000449.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000449.wav,99
99,7909,1,450,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000450.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000450.wav,100
100,7821,1,451,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000451.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000451.wav,101
101,7995,1,452,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000452.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000452.wav,102
102,7775,1,453,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000453.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000453.wav,103
103,7949,1,454,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000454.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000454.wav,104
104,7863,1,455,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000455.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000455.wav,105
105,8034,1,456,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000456.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000456.wav,106
106,7714,1,457,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000457.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000457.wav,107
107,7881,1,458,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000458.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000458.wav,108
108,7796,1,459,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000459.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000459.wav,109
109,7817,1,460,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000460.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000460.wav,110
110,7989,1,461,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000461.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000461.wav,111
111,7768,1,462,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000462.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000462.wav,112
112,7941,1,463,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000463.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000463.wav,113
113,7855,1,464,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000464.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000464.wav,114
114,8026,1,465,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000465.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000465.wav,115
115,7728,1,466,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000466.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000466.wav,116
116,7895,1,467,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000467.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000467.wav,117
117,7805,1,468,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000468.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000468.wav,118
118,7977,1,469,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000469.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000469.wav,119
119,8000,1,470,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000470.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000470.wav,120
120,7782,1,471,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000471.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000471.wav,121
121,7957,1,472,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000472.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000472.wav,122
122,7872,1,473,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000473.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000473.wav,123
123,8041,1,474,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000474.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000474.wav,124
124,7703,1,475,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000475.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000475.wav,125
125,7878,1,476,angry,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000476.wav.emo.npy,/home/ubuntu/efs/sts/Emotion_Speech_Dataset/0001/Angry/0001_000476.wav,126
